"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_name","GeneID","orgdb_symbol","orgdb_old_MXAN","orgdb_Name","iMat"
"6454","WP_020478982.1",116.180853491901,0.809237550453031,0.497687072495279,1.62599672600639,0.103950351840621,0.207629528850352,"MXAN_RS15785",41360611,"MXAN_RS15785","MXAN_3259","polysaccharide deacetylase",0
"6455","WP_020478983.1",69.6878839204772,-0.261542622403424,0.594637406563283,-0.439835468668232,0.660056276703125,0.770140163014093,"MXAN_RS15805",41360615,"MXAN_RS15805","MXAN_3263","glycosyltransferase family 1 protein",0
"6456","WP_020478984.1",66.3370523712584,-0.0754304064391601,0.450758481651054,-0.167341069574267,0.867101690864284,0.915598797386727,"MXAN_RS15875",41360629,"MXAN_RS15875","No old locus tag","peroxidase",0
"6457","WP_020478985.1",76.7227302570259,-1.22738066225117,0.464929245603066,-2.63992999764752,0.0082923153515561,0.0303844192407066,"MXAN_RS15880",41360630,"MXAN_RS15880","No old locus tag","peroxidase",-1
"6458","WP_020478986.1",3644.06969870922,-1.38379826009518,0.448082036073268,-3.08826988964341,0.00201325540983736,0.00964802898536543,"MXAN_RS15945",41360643,"MXAN_RS15945","MXAN_3290","hybrid sensor histidine kinase/response regulator",-1
"6459","WP_020478987.1",819.567900403978,-0.33494590784389,0.312737743485313,-1.07101210142108,0.284163988417694,0.429141802363868,"MXAN_RS09935",41359456,"MXAN_RS09935","No old locus tag","hypothetical protein",0
"6460","WP_020478989.1",1104.50095024424,-0.643176016237073,0.278790498164578,-2.30702273022729,0.0210535529790368,0.0623731872650655,"MXAN_RS09945",41359458,"MXAN_RS09945","No old locus tag","tetratricopeptide repeat protein",0
"6461","WP_020478990.1",1362.52498727717,0.144671154687614,0.272660753616234,0.530590313306463,0.595702709694903,0.719037900246554,"MXAN_RS10130",41359495,"MXAN_RS10130","MXAN_2088","TlpA family protein disulfide reductase",0
"6462","WP_020478991.1",1662.44932439908,0.485830585319735,0.294732462524373,1.648378265355,0.0992750732425405,0.201458397130784,"MXAN_RS10170",41359503,"MXAN_RS10170","MXAN_2097","hypothetical protein",0
"6463","WP_020478992.1",1407.49046358111,0.418172998269765,0.297614750667056,1.40508156041492,0.159997026665057,0.282920069476241,"MXAN_RS10180",41359505,"MXAN_RS10180","MXAN_2099","hypothetical protein",0
"6464","WP_020478994.1",614.80459289594,-1.302256674921,0.250840198065386,-5.19157888155366,2.08518209424091e-07,3.38891269137125e-06,NA,NA,NA,NA,NA,-1
"6465","WP_020478995.1",172.148747741003,-0.0591304038499538,0.364640754399842,-0.162160710607556,0.871179298628291,0.918216051827402,"MXAN_RS03635",41358223,"MXAN_RS03635","MXAN_0753","NAD-binding oxidoreductase",0
"6466","WP_020478996.1",1281.24273023937,-0.0054877703600495,0.307877509518839,-0.0178245249827633,0.98577883975948,0.989979495262949,"MXAN_RS03545",41358205,"MXAN_RS03545","MXAN_0734","hypothetical protein",0
"6467","WP_020478998.1",6781.70980571182,-1.24668326644655,0.342700885617273,-3.63781746347408,0.000274958176698644,0.00184672202303154,"MXAN_RS03495",41358195,"MXAN_RS03495","MXAN_0723","hypothetical protein",-1
"6468","WP_020478999.1",283.209977703518,-0.260930901470952,0.375763013988559,-0.69440283305503,0.487429617546306,0.625489291342941,"MXAN_RS03485",41358193,"MXAN_RS03485","MXAN_0721","ABC transporter ATP-binding protein",0
"6469","WP_020479040.1",114.019741686978,0.131850585366991,0.630435638125618,0.209142024012163,0.834337369603227,0.892194006971133,"MXAN_RS35415",41364481,"MXAN_RS35415","MXAN_7318","tail length tape measure protein",0
"6470","WP_020479042.1",155.323752051875,-1.10277811828971,0.382742114151881,-2.8812562754777,0.00396093437391618,0.0168071421001579,"MXAN_RS15715",41360597,"MXAN_RS15715","No old locus tag","hypothetical protein",-1
"6471","WP_020479043.1",176.061618739576,0.22212414026327,0.372737462305489,0.595926523965065,0.551224313110217,0.680854407894336,"MXAN_RS15680",41360591,"MXAN_RS15680","MXAN_3237","hypothetical protein",0
"6472","WP_020479044.1",134.616947607302,0.689468232991992,0.418652137592704,1.64687617972408,0.0995834989261149,0.201772975918806,"MXAN_RS15660",41360587,"MXAN_RS15660","MXAN_3233","GNAT family N-acetyltransferase",0
"6473","WP_020479045.1",86.2438772708038,1.02761016623651,0.525993990169683,1.95365381628222,0.0507421715568705,0.12200429316064,"MXAN_RS15645",41360584,"MXAN_RS15645","MXAN_3230","YvcK family protein",0
"6474","WP_020479047.1",223.614449520787,0.640138582567889,0.299441638085973,2.13777411404655,0.0325350809219612,0.0872602329721692,"MXAN_RS15635",41360582,"MXAN_RS15635","MXAN_3228","protein tyrosine kinase",0
"6475","WP_020479048.1",155.996379418346,1.30595181338765,0.354959216859422,3.67916017209623,0.00023400327322809,0.00160449408538783,NA,NA,NA,NA,NA,-1
"6476","WP_020479049.1",1025.10071118654,-0.197186461939636,0.244686683297458,-0.805873287758463,0.420315914900571,0.563611007896446,"MXAN_RS15580",41360571,"MXAN_RS15580","No old locus tag","peptidase",0
"6477","WP_020479050.1",44.9659946344619,0.0485286990474569,0.6151932475968,0.0788836666153767,0.93712515490597,0.961257731833438,"MXAN_RS15575",41360570,"MXAN_RS15575","No old locus tag","hypothetical protein",0
"6478","WP_020479052.1",48.5359598040383,1.20012938895036,0.536043525662239,2.23886556127637,0.0251646648755337,0.0718052611417401,"MXAN_RS29550",41363327,"MXAN_RS29550","No old locus tag","hypothetical protein",0
"6479","WP_020479055.1",38.6480614938594,2.16248340244392,0.912994907572213,2.36856020171491,0.0178574739065921,0.0549601843190381,"MXAN_RS29575",41363332,"MXAN_RS29575","No old locus tag","hypothetical protein",1
"6480","WP_020479056.1",114.835920333264,0.168038902834278,0.393257507994292,0.427299922870684,0.66916088898985,0.776555689799437,NA,NA,NA,NA,NA,-1
"6481","WP_020479057.1",45.7869554108073,-0.696163369206525,0.788227547700493,-0.883201013764936,0.377127673968738,0.523421309429723,"MXAN_RS29630",41363343,"MXAN_RS29630","No old locus tag","hypothetical protein",0
"6482","WP_020479061.1",80.495295311483,0.524455643589375,0.419643381274743,1.24976507909226,0.211385376112037,0.346657931172786,"MXAN_RS35275",41364453,NA,NA,NA,0
"6483","WP_020479065.1",545.909139463528,1.19569917757368,0.3670261247966,3.25780400029104,0.00112277925825265,0.00594324376651751,"MXAN_RS01650",41357835,"MXAN_RS01650","MXAN_0337","cyanoglobin",0
"6484","WP_020479066.1",47.1649553401437,-0.0458762056110267,0.851581561857769,-0.0538717695002055,0.957037328668808,0.974089902692249,"MXAN_RS01655",41357836,"MXAN_RS01655","MXAN_0338","acyl-CoA desaturase",0
"6485","WP_020479067.1",47.5024185905378,0.349030339827019,0.866176895865334,0.402955033195994,0.686981304784636,0.78959104687169,"MXAN_RS01665",41357838,"MXAN_RS01665","MXAN_0340","PAS domain S-box protein",0
"6486","WP_020479069.1",591.1479990796,0.322191308587949,0.408410483561546,0.788890886879978,0.430175782493732,0.572988871826824,"MXAN_RS01715",41357848,"MXAN_RS01715","No old locus tag","hypothetical protein",0
"6487","WP_020479128.1",214.278461208496,1.00333093640775,0.415132352104336,2.41689410936486,0.0156535701822939,0.0498699732437298,"MXAN_RS35135",41364426,"MXAN_RS35135","MXAN_7260","type I-MYXAN CRISPR-associated endonuclease Cas4/Cas1",0
"6488","WP_020479129.1",67.5280307242397,1.19796709145241,0.684974224789947,1.74892287636046,0.0803043516535387,0.172016564266253,"MXAN_RS35150",41364429,"MXAN_RS35150","MXAN_7263","type I-MYXAN CRISPR-associated Cas8a1/Cmx1",0
"6489","WP_020479130.1",140.107375958953,0.572384339217645,0.361082212843621,1.58519118045157,0.112922903749766,0.220554204929079,"MXAN_RS35190",41364437,"MXAN_RS35190","MXAN_7272","hypothetical protein",0
"6490","WP_020479132.1",62.1549162430639,1.10706677788977,0.813626981455948,1.36065642256446,0.173622291957678,0.300309039628604,"MXAN_RS25170",41362462,"MXAN_RS25170","No old locus tag","tetratricopeptide repeat protein",0
"6491","WP_020479159.1",77.0849042056132,0.585890147342484,0.495741114451313,1.18184699687648,0.237266416138778,0.376815596591915,"MXAN_RS30445",41363502,"MXAN_RS30445","No old locus tag","hypothetical protein",0
"6492","WP_020479160.1",9142.88089404398,-1.90822331711062,0.350387165941302,-5.44604227150916,5.15029017346172e-08,9.61806221824518e-07,"MXAN_RS30440",41363501,"MXAN_RS30440","No old locus tag","hypothetical protein",-1
"6493","WP_020479161.1",187.298003477406,0.762676643197394,0.318292508597828,2.39615015306898,0.0165683015065239,0.0519436604556214,"MXAN_RS30425",41363498,"MXAN_RS30425","MXAN_6279","DUF4476 domain-containing protein",0
"6494","WP_020479162.1",134.412613853082,0.482127454496216,0.374809515352006,1.28632661324892,0.198329098276105,0.330756489888828,"MXAN_RS21745",41361786,"MXAN_RS21745","No old locus tag","hypothetical protein",0
"6495","WP_020479164.1",1487.40594737021,-0.448363689591874,0.302222639329056,-1.48355427835339,0.137927206660069,0.254028309859789,"MXAN_RS21765",41361790,"MXAN_RS21765","No old locus tag","XRE family transcriptional regulator",0
"6496","WP_020479166.1",561.929125257823,0.726624365434582,0.337479538115859,2.15309161998772,0.0313114787250302,0.0848142295181537,"MXAN_RS21785",41361794,"MXAN_RS21785","No old locus tag","DUF2019 domain-containing protein",0
"6497","WP_020479170.1",1512.7286513015,0.263924878603104,0.28405767692961,0.929124259044423,0.352824693720767,0.498833599595775,"MXAN_RS25255",41362479,"MXAN_RS25255","MXAN_5197","thioredoxin",0
"6498","WP_020479172.1",2908.55065821844,1.90100468935782,0.263179783711186,7.22321700607517,5.07718947586351e-13,2.25722017278551e-11,"MXAN_RS25285",41362485,"dnaG","MXAN_5203","DNA primase",1
"6499","WP_020479210.1",23.6478519268396,0.858525172448358,0.879296103452388,0.976377774310068,0.328877291351198,0.475402641307233,"MXAN_RS09045",41359285,"MXAN_RS09045","MXAN_1869","hypothetical protein",0
"6500","WP_020479211.1",35.6062942403293,1.5831322717111,0.602592070865253,2.62720395480462,0.00860897165894301,0.0312562822454037,"MXAN_RS36670",41364698,"MXAN_RS36670","No old locus tag","hypothetical protein",1
"6501","WP_020479212.1",85.9459290347726,1.66281729141786,0.8433274484132,1.97173386748719,0.048639995296873,0.118356856215427,"MXAN_RS09020",41359280,"MXAN_RS09020","MXAN_1864","N-6 DNA methylase",1
"6502","WP_020479213.1",38.2094871310637,1.76245790254136,0.766859339956666,2.29828054600072,0.0215458269499278,0.0634768249302917,"MXAN_RS09005",41359277,"MXAN_RS09005","MXAN_1861","hypothetical protein",1
"6503","WP_020479221.1",20.3079481052017,1.83738549372511,1.06944296847058,1.71807711855152,0.0857825497859104,0.180276776631506,"MXAN_RS08860",41359249,"MXAN_RS08860","MXAN_1832","hypothetical protein",1
"6504","WP_020479239.1",3401.1598173031,0.397455257701684,0.396018811919307,1.00362721602899,0.315558331210185,0.462957730544898,"MXAN_RS17470",41360946,"MXAN_RS17470","MXAN_3601","ATP-binding protein",0
"6505","WP_020479242.1",1552.83038578948,1.14723409564726,0.321243156180409,3.5712327985066,0.000355304908121385,0.0022903705536618,"MXAN_RS17490",41360948,"MXAN_RS17490","MXAN_3604","hypothetical protein",0
"6506","WP_020479243.1",24.18244672093,1.2261110371461,0.744280746680582,1.64737707191061,0.0994805650825998,0.201706835803483,"MXAN_RS17495",41360949,"MXAN_RS17495","No old locus tag","hypothetical protein",1
"6507","WP_020479245.1",10.8313291662017,0.704541608044689,1.05956664905147,0.664933733687635,0.506092878300274,0.643803955024402,"MXAN_RS09085",41359290,"MXAN_RS09085","No old locus tag","hypothetical protein",0
"6508","WP_020479246.1",46.1152992797436,1.82959050035732,0.916559848886667,1.99614951776439,0.0459176504586452,0.113737789112338,"MXAN_RS09105",41359294,"MXAN_RS09105","MXAN_1879","sigma-70 family RNA polymerase sigma factor",1
"6509","WP_020479252.1",98.9346287415754,1.32500286556218,0.380813538350636,3.47940063082049,0.000502536699158968,0.00306187479567148,"MXAN_RS25320",41362492,"MXAN_RS25320","MXAN_5210","TetR/AcrR family transcriptional regulator",1
"6510","WP_020479254.1",15.283845666212,0.546001622006987,0.894969998968689,0.610078128469297,0.54181005420737,0.673034122958269,"MXAN_RS37710",41364877,NA,NA,NA,0
"6511","WP_020479255.1",182.613519033119,0.306493603962931,0.414746034675217,0.738991041114938,0.459912437458272,0.600826238180734,"MXAN_RS30480",41363509,"MXAN_RS30480","No old locus tag","hypothetical protein",0
"6512","WP_020479256.1",9.22163813310278,0.122292707967407,1.15629565144074,0.105762490600939,0.915770797985553,0.947842657770842,"MXAN_RS30485",41363510,"MXAN_RS30485","No old locus tag","hypothetical protein",0
"6513","WP_020479258.1",81.6151316210088,0.792335948249848,0.523071680673817,1.51477508250717,0.129829372711586,0.243443321729398,"MXAN_RS10195",41359508,"ltrA","MXAN_2102","group II intron reverse transcriptase/maturase",0
"6514","WP_020479264.1",26.8668838679089,0.774800807163414,0.688369091745324,1.12556013402483,0.260351750419452,0.402893310608678,NA,NA,NA,NA,NA,-1
"6515","WP_020480666.1",953.1580023023,0.538173542437457,0.33636078042166,1.59998898136342,0.109601027813397,0.215358050374142,"MXAN_RS27890",41362997,"tolR","MXAN_5754","protein TolR",0
"6516","WP_020480676.1",944.989468674446,-1.57760687533174,0.267598071119091,-5.89543440554041,3.73696939171323e-09,8.36086236308306e-08,"MXAN_RS06435",41358776,"MXAN_RS06435","MXAN_1330","hypothetical protein",-1
"6517","WP_020480679.1",59.9743161706709,1.04935625513591,0.948580478352874,1.10623851015575,0.268623298548328,0.411992688692751,"MXAN_RS31055",41363622,"MXAN_RS31055","MXAN_6412","hypothetical protein",0
"6518","WP_020480681.1",1159.6514916204,-1.02407982541745,0.258620913338561,-3.95977190010472,7.50213851651558e-05,0.00060183046003852,"MXAN_RS32085",41363826,"MXAN_RS32085","MXAN_6628","class I SAM-dependent methyltransferase",-1
"6519","WP_020480685.1",11.8697904477674,0.456247939115256,1.26289908826814,0.361270305247369,0.717897389791533,0.810855747099403,"MXAN_RS03840",41358264,"MXAN_RS03840","No old locus tag","hypothetical protein",0
"6520","WP_020480688.1",43.786159680465,1.04483270888767,0.748171385435355,1.39651519588616,0.162559407845955,0.285764510067979,"MXAN_RS04710",41358436,"MXAN_RS04710","MXAN_0980","ferredoxin",0
"6521","WP_020480691.1",722.53575301294,-0.553268055938981,0.301112555039854,-1.83741277697887,0.0661489820316288,0.148190063452521,"MXAN_RS20590",41361557,"MXAN_RS20590","MXAN_4241","hypothetical protein",0
"6522","WP_020480701.1",1451.02118884038,1.94765538862549,0.307102233928477,6.34204239972767,2.26738889328109e-10,6.40351510803278e-09,"MXAN_RS11995",41359862,"MXAN_RS11995","No old locus tag","transcription termination factor Rho",1
"6523","WP_020480707.1",123.887676308373,0.373237969232939,0.368456149369044,1.01297798902823,0.311070674599332,0.458129518842487,"MXAN_RS11125",41359689,NA,NA,NA,0
"6524","WP_020480715.1",165.161629906142,-0.102850421983821,0.350505127229845,-0.293434857277785,0.769189785187423,0.848756895072303,"MXAN_RS12930",41360048,"MXAN_RS12930","No old locus tag","hypothetical protein",0
"6525","WP_020480717.1",180.029739973726,-1.30978469730884,0.376128327806753,-3.48228144619243,0.000497160863830168,0.00303448672511398,"MXAN_RS22350",41361905,"MXAN_RS22350","MXAN_4605","MFS transporter",-1
"6526","WP_020480721.1",14.0456206021793,1.93946751576238,1.07867602855173,1.79800743172755,0.0721758300778135,0.158902123024349,"MXAN_RS16620",41360777,NA,NA,NA,1
"6527","WP_020480725.1",201.945577716927,-0.13786463864051,0.351368387715911,-0.39236494647884,0.694788582411667,0.793509078141354,"MXAN_RS16555",41360764,NA,NA,NA,0
"6528","WP_020480726.1",1143.83505991875,-0.0138628214242404,0.336373637067229,-0.0412125680986996,0.967126434292123,0.980136381378847,"MXAN_RS16520",41360757,"ribB","MXAN_3410","3%2C4-dihydroxy-2-butanone-4-phosphate synthase",0
"6529","WP_020480727.1",990.222199971642,0.230922750215206,0.234202372375887,0.985996631343179,0.32413476591506,0.470952780552907,NA,NA,NA,NA,NA,-1
"6530","WP_020480731.1",36.019910151819,0.986362118511852,0.710248927802478,1.38875551922855,0.164907105321454,0.288160005450505,"MXAN_RS23915",41362211,NA,NA,NA,0
"6531","WP_020480736.1",440.628170937221,3.17961875111195,0.382399107152361,8.31492200593733,9.18126299526969e-17,7.26048313124865e-15,"MXAN_RS24365",41362301,NA,NA,NA,1
"6532","WP_020480737.1",2742.60793782412,-1.06720785397501,0.378636186746498,-2.81855747371954,0.00482399739116392,0.0196234746295812,"MXAN_RS33710",41364142,"MXAN_RS33710","MXAN_6964","chemotaxis protein CheA",-1
"6533","WP_020480756.1",87.629024946349,0.781872182527508,0.667990497851755,1.17048398898187,0.241806253709856,0.38157200824747,"MXAN_RS19120",41361266,NA,NA,NA,0
"6534","WP_020480766.1",15622.6779268694,0.41135182089767,0.326681391749055,1.25918350811257,0.207964056954858,0.342463390073266,"MXAN_RS15525",41360560,"MXAN_RS15525","MXAN_3206","thioredoxin",0
"6535","WP_020480771.1",84.5733028071262,-0.126000267774495,0.503053312898651,-0.25047100286144,0.802223126512865,0.870570010204748,NA,NA,NA,NA,NA,-1
"6536","WP_020480779.1",1373.53213470949,0.999555766838317,0.470379354491933,2.1249992315627,0.0335866770168724,0.0893613093912232,"MXAN_RS17630",41360973,"MXAN_RS17630","MXAN_3635","hybrid non-ribosomal peptide synthetase/type I polyketide synthase",0
"6537","WP_020480784.1",9.20998170104106,-1.8144984262641,1.22160132301013,-1.48534418888236,0.137452671858891,0.253665335238248,"MXAN_RS28930",41363203,"MXAN_RS28930","No old locus tag","hypothetical protein",-1
"6538","WP_020480789.1",12962.8128571804,-0.249345404634405,0.268183922707599,-0.929755229608846,0.352497831500194,0.498473744483448,"MXAN_RS23615",41362155,"MXAN_RS23615","MXAN_4863","tetratricopeptide repeat protein",0
"6539","WP_020480790.1",137.831030390946,1.72624851161181,0.377536063060305,4.57240693145669,4.8215340158673e-06,5.48270476952831e-05,"MXAN_RS35260",41364450,"MXAN_RS35260","No old locus tag","hypothetical protein",1
"6540","WP_020480807.1",18442.3973994348,-0.178497494946765,0.23914728186208,-0.746391485434936,0.455430961220586,0.597558026232114,"MXAN_RS08750",41359227,"MXAN_RS08750","MXAN_1811","PBS lyase",0
"6541","WP_020480819.1",18.8040800776547,3.30738517026513,0.901217723851143,3.66990693007211,0.000242638794687434,0.00165546924177337,"MXAN_RS08840",41359245,"MXAN_RS08840","MXAN_1828","hypothetical protein",1
"6542","WP_026113757.1",1308.00757829485,-1.69784070538166,0.235889491698586,-7.19761059789435,6.12768423358618e-13,2.65571522349952e-11,"MXAN_RS26025",41362631,"MXAN_RS26025","MXAN_5363","inorganic polyphosphate kinase",-1
"6543","WP_026113760.1",42.9460970926206,-0.649211562536891,0.750909532416386,-0.86456694782894,0.387276520225061,0.533111602002693,"MXAN_RS26375",41362699,NA,NA,NA,0
"6544","WP_026113761.1",1012.57721017849,-2.94001635171083,0.393650867527983,-7.46858852407289,8.10595766966411e-14,4.29678110012734e-12,"MXAN_RS37335",41364802,"MXAN_RS37335","MXAN_5484","hypothetical protein",-1
"6545","WP_026113766.1",884.724904178296,2.15833627948276,0.505308070598301,4.27132754267555,1.94312764003086e-05,0.000189930391027698,"MXAN_RS26875",41362794,NA,NA,NA,1
"6546","WP_026113768.1",507.36627531243,0.860029987697598,0.332990897950722,2.58274323109237,0.00980182425806716,0.0346559112172092,"MXAN_RS27035",41362826,"MXAN_RS27035","MXAN_5579","EF-P lysine aminoacylase GenX",0
"6547","WP_026113782.1",26964.0142494203,-1.32084941030037,0.357631897319776,-3.69332103819401,0.000221344298147329,0.00152834023901127,"MXAN_RS27705",41362960,"MXAN_RS27705","MXAN_5715","histidine kinase",-1
"6548","WP_026113787.1",674.745804649283,0.460923301585366,0.277822398960093,1.6590573809406,0.0971042301997004,0.198089180078785,"MXAN_RS27795",41362978,"MXAN_RS27795","MXAN_5735","signal recognition particle-docking protein FtsY",0
"6549","WP_026113788.1",3028.02271730237,-0.742923802047688,0.284335703837755,-2.61284035743751,0.00897932344787178,0.0323114975870937,"MXAN_RS27865",41362992,"MXAN_RS27865","No old locus tag","hypothetical protein",0
"6550","WP_026113791.1",384.973267184994,-0.102864431682618,0.333531386353905,-0.308410050421673,0.757770335328809,0.840057171935461,"MXAN_RS28200",41363057,"MXAN_RS28200","MXAN_5817","ATPase",0
"6551","WP_026113792.1",2688.76132010642,1.66157228414535,0.330278142837878,5.03082725931688,4.88368011799511e-07,7.23729885873211e-06,"MXAN_RS28285",41363074,"MXAN_RS28285","MXAN_5836","peptidase M3",1
"6552","WP_026113795.1",1033.18245652736,-0.507570593096728,0.276844918101422,-1.83341127074899,0.0667414327570596,0.149371618424455,"MXAN_RS28355",41363088,"MXAN_RS28355","MXAN_5850","NAD-dependent epimerase",0
"6553","WP_026113796.1",6.3918843391466,-0.412691525196676,1.70459166304504,-0.24210579820592,0.808698185517559,0.874363272975358,"MXAN_RS28365",41363090,"MXAN_RS28365","No old locus tag","hypothetical protein",0
"6554","WP_026113798.1",2304.50400193138,-0.251369553399459,0.269352902584566,-0.933234990183699,0.350698652406518,0.496744997684135,"MXAN_RS28445",41363106,"MXAN_RS28445","MXAN_5867","hypothetical protein",0
"6555","WP_026113799.1",2397.46069774953,0.622500911877582,0.255849912315231,2.43307064772648,0.0149713794298964,0.0483901386732721,"MXAN_RS28460",41363109,"MXAN_RS28460","No old locus tag","RNA polymerase factor sigma-32",0
"6556","WP_026113800.1",743.33918617727,0.145255258947998,0.329477866173277,0.440864998414208,0.659310734407381,0.769530872425688,"MXAN_RS28520",41363121,"MXAN_RS28520","MXAN_5882","hypothetical protein",0
"6557","WP_026113812.1",635.231903649908,0.0644323360932718,0.336284016629781,0.191600947136914,0.848054800551375,0.902261175019226,"MXAN_RS07645",41359018,"MXAN_RS07645","MXAN_1573","AMP-binding protein",0
"6558","WP_026113815.1",4714.40145432935,-1.42116035377321,0.285166588905057,-4.98361452240946,6.24073483398027e-07,8.95935494603293e-06,"MXAN_RS07410",41358971,"MXAN_RS07410","MXAN_1525","GGDEF domain-containing protein",-1
"6559","WP_026113818.1",1217.23483458302,-0.422932253152105,0.241090917659946,-1.75424382327269,0.0793887370580666,0.170634471736955,"MXAN_RS07205",41358930,"MXAN_RS07205","MXAN_1484","ATPase AAA",0
"6560","WP_026113820.1",10726.0773807849,0.859601873463106,0.36905943135264,2.32916923518952,0.019850102025474,0.059654187988461,"MXAN_RS07130",41358915,"rplU","MXAN_1469","50S ribosomal protein L21",0
"6561","WP_026113821.1",3290.93944512932,0.945941358078992,0.30297944771181,3.12213044555669,0.00179547364489826,0.0088123994921609,"MXAN_RS07090",41358907,"MXAN_RS07090","MXAN_1461","hypothetical protein",0
"6562","WP_026113834.1",113.452212952106,-0.229049905890919,0.413031033987254,-0.55455858529504,0.57919662311996,0.705042206309777,"MXAN_RS06640",41358817,"MXAN_RS06640","MXAN_1371","peptide chain release factor-like protein",0
"6563","WP_026113839.1",237.197141047386,-0.588799154860621,0.359919657003258,-1.63591830399886,0.10185668661064,0.204633943858286,"MXAN_RS06430",41358775,"MXAN_RS06430","MXAN_1329","outer membrane beta-barrel domain-containing protein",0
"6564","WP_026113840.1",588.0960294,0.709558160545957,0.3782218601478,1.87603688551656,0.0606502151442499,0.138979781531509,"MXAN_RS30600",41363532,"MXAN_RS30600","MXAN_6316","NADPH-dependent 7-cyano-7-deazaguanine reductase QueF",0
"6565","WP_026113843.1",163.488390192462,1.38441762743632,0.544244166009966,2.54374362445801,0.0109671547412318,0.0376367845228229,"MXAN_RS30685",41363549,"MXAN_RS30685","MXAN_6334","serine protease",1
"6566","WP_026113852.1",1415.48582936124,0.489151183162968,0.314411642534262,1.5557667623891,0.119763564447276,0.230014136735279,"MXAN_RS31290",41363667,"MXAN_RS31290","MXAN_6461","DNA-directed RNA polymerase sigma-70 factor",0
"6567","WP_026113856.1",160.493441307659,1.89526514635253,0.37330178204974,5.07703214258966,3.83376036883332e-07,5.87076504480676e-06,"MXAN_RS31720",41363753,"MXAN_RS31720","MXAN_6548","hypothetical protein",1
"6568","WP_026113857.1",329.446006265367,1.94393478836339,0.307442740321116,6.32291654157455,2.56671947069987e-10,7.16083557594851e-09,"MXAN_RS31760",41363761,"MXAN_RS31760","MXAN_6556","hypothetical protein",1
"6569","WP_026113860.1",353.156601106871,-0.760728085103515,0.336580465745442,-2.26016707006062,0.0238108837808607,0.0689125578050866,"MXAN_RS32070",41363823,"MXAN_RS32070","MXAN_6626","hypothetical protein",0
"6570","WP_026113865.1",4146.09980571815,2.24389416670884,0.33540605111643,6.69008254096738,2.23044754879835e-11,7.46117187318906e-10,"MXAN_RS32225",41363853,"MXAN_RS32225","MXAN_6655","proline--tRNA ligase",1
"6571","WP_026113868.1",1058.82206422714,-0.18444079278352,0.279621636924516,-0.659608443796179,0.509505134232745,0.646354911634361,"MXAN_RS32455",41363896,"MXAN_RS32455","No old locus tag","MglA protein",0
"6572","WP_026113869.1",58.1546699649941,-1.32369254156438,0.690457679118409,-1.9171233539679,0.055222262340761,0.129302279915115,"MXAN_RS32515",41363908,"MXAN_RS32515","MXAN_6715","LysR family transcriptional regulator",-1
"6573","WP_026113871.1",94.9715546825543,0.481248286026376,0.44467672046271,1.08224304057476,0.279144548212498,0.423231041085219,"MXAN_RS03775",41358251,"MXAN_RS03775","MXAN_0784","transcriptional activator NhaR",0
"6574","WP_026113879.1",1006.37265430233,-0.0540177892882356,0.239198040965017,-0.22582872782029,0.821334632612701,0.884208241420735,"MXAN_RS04720",41358438,"MXAN_RS04720","MXAN_0982","hypothetical protein",0
"6575","WP_026113880.1",51.2946856748085,0.466822957656329,0.808361039808987,0.577493143121591,0.563606369334584,0.691069660335341,"MXAN_RS04845",41358463,"MXAN_RS04845","MXAN_1008","ferritin",0
"6576","WP_026113884.1",4056.7983417091,-0.653561808626131,0.274354821738648,-2.38217722759296,0.017210612255738,0.0535191015587955,"MXAN_RS05255",41358545,"MXAN_RS05255","MXAN_1094","3-deoxy-D-manno-octulosonate 8-phosphate phosphatase",0
"6577","WP_026113891.1",1036.44265523859,0.767626308431497,0.391483415576597,1.96081437396498,0.0499006806657536,0.120696942951109,"MXAN_RS21120",41361663,"MXAN_RS21120","MXAN_4351","pyridoxine 5'-phosphate synthase",0
"6578","WP_026113892.1",232.135010695131,1.6520340904058,0.339933979568678,4.85986747338989,1.17464358232271e-06,1.5596279240435e-05,"MXAN_RS21025",41361644,"MXAN_RS21025","MXAN_4332","hypothetical protein",1
"6579","WP_026113893.1",2699.00769555226,-0.272871426394391,0.26263143733169,-1.03898995933898,0.298809405973544,0.444825149398076,"MXAN_RS20980",41361635,"MXAN_RS20980","MXAN_4323","hypothetical protein",0
"6580","WP_026113894.1",1672.12107534245,-0.946339593676125,0.352506383936948,-2.6846027101892,0.00726160674676874,0.0273280813525937,"MXAN_RS20595",41361558,"MXAN_RS20595","MXAN_4242","BlaI/MecI/CopY family transcriptional regulator",-1
"6581","WP_026113899.1",2519.98902099647,0.134665545780265,0.263012338316195,0.512012275326676,0.608642418483726,0.729504105351487,"MXAN_RS35970",41364590,"MXAN_RS35970","MXAN_7441","glycosyl transferase family 1",0
"6582","WP_026113902.1",3277.94656537142,0.908712782977896,0.290809883136776,3.12476582011658,0.00177946662034052,0.00874629420882064,"MXAN_RS36130",41364622,"MXAN_RS36130","MXAN_7477","ParA family protein",0
"6583","WP_026113906.1",20.3475800861193,0.924719538293076,1.19779805292572,0.77201623097848,0.440104814347483,0.582887233455412,"MXAN_RS00200",41357546,"MXAN_RS00200","MXAN_0037","ABC transporter ATP-binding protein",0
